Title,ReleaseYear,Certificate,Runtime,Genres,Description,IMDBRating,Metascore,Votes,GrossRevenue,genre_pull
Ocean's Eight,(2018),PG-13,110 min,"
Action, Comedy, Crime            ","
Debbie Ocean gathers an all-female crew to attempt an impossible heist at New York City's yearly Met Gala.","

6.3
","
61        
        Metascore
            ","210,078",$140.22M,crime
Rush Hour 3,(2007),PG-13,91 min,"
Action, Comedy, Crime            ","
After an attempted assassination on Ambassador Han, Lee and Carter head to Paris to protect a French woman with knowledge of the Triads' secret leaders.","

6.2
","
44        
        Metascore
            ","163,768",$140.13M,crime
Taken 2,(2012),PG-13,92 min,"
Action, Crime, Thriller            ","
In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.","

6.2
","
45        
        Metascore
            ","302,386",$139.85M,crime
Bad Boys II,(2003),R,147 min,"
Action, Comedy, Crime            ","
Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.","

6.6
","
38        
        Metascore
            ","245,390",$138.61M,crime
21 Jump Street,(2012),R,109 min,"
Action, Comedy, Crime            ","
A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.","

7.2
","
69        
        Metascore
            ","543,061",$138.45M,crime
The Green Mile,(1999),R,189 min,"
Crime, Drama, Fantasy            ","
The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.","

8.6
","
61        
        Metascore
            ","1,246,388",$136.80M,crime
Ransom,(1996),R,121 min,"
Action, Crime, Thriller            ","
Multi-millionaire Tom Mullen's son is kidnapped, but after initially agreeing to pay the ransom Mullen then decides to use the ransom money as a bounty.","

6.7
","
60        
        Metascore
            ","125,888",$136.49M,crime
101 Dalmatians,(1996),G,103 min,"
Adventure, Comedy, Crime            ","
An evil high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.","

5.7
","
49        
        Metascore
            ","109,731",$136.19M,crime
The Godfather,(1972),R,175 min,"
Crime, Drama            ","
The aging patriarch of an organized crime dynasty in postwar New York City transfers control of his clandestine empire to his reluctant youngest son.","

9.2
","
100        
        Metascore
            ","1,764,201",$134.97M,crime
Ride Along,(2014),PG-13,99 min,"
Action, Comedy, Crime            ","
Security guard Ben must prove himself to his girlfriend's brother, top police officer James. He rides along James on a 24-hour patrol of Atlanta.","

6.1
","
41        
        Metascore
            ","111,698",$134.94M,crime
Wanted,(2008),R,110 min,"
Action, Crime, Thriller            ","
A frustrated office worker discovers that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities.","

6.7
","
64        
        Metascore
            ","380,988",$134.51M,crime
Identity Thief,(2013),R,111 min,"
Comedy, Crime, Drama            ","
Mild mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless looking woman who has been living it up after stealing Sandy's identity.","

5.7
","
35        
        Metascore
            ","131,706",$134.51M,crime
The Departed,(2006),R,151 min,"
Crime, Drama, Thriller            ","
An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.","

8.5
","
85        
        Metascore
            ","1,276,683",$132.38M,crime
Minority Report,(2002),PG-13,145 min,"
Action, Crime, Mystery            ","
In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.","

7.7
","
80        
        Metascore
            ","537,452",$132.07M,crime
The Silence of the Lambs,(1991),R,118 min,"
Crime, Drama, Thriller            ","
A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.","

8.6
","
85        
        Metascore
            ","1,374,842",$130.74M,crime
Lethal Weapon 4,(1998),R,127 min,"
Action, Crime, Thriller            ","
With personal crises and age weighing in on them, LAPD officers Riggs and Murtaugh must contend with deadly Chinese triads that are trying to free their former leaders out of prison and onto American soil.","

6.6
","
37        
        Metascore
            ","160,754",$130.44M,crime
American Gangster,(2007),R,157 min,"
Biography, Crime, Drama            ","
An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.","

7.8
","
76        
        Metascore
            ","416,716",$130.16M,crime
Central Intelligence,(2016),PG-13,107 min,"
Action, Comedy, Crime            ","
After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.","

6.3
","
52        
        Metascore
            ","181,744",$127.44M,crime
2 Fast 2 Furious,(2003),PG-13,107 min,"
Action, Crime, Thriller            ","
Former cop Brian O'Conner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself.","

5.9
","
38        
        Metascore
            ","268,331",$127.15M,crime
Ocean's Twelve,(2004),PG-13,125 min,"
Crime, Thriller            ","
Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's Eleven (2001).","

6.5
","
58        
        Metascore
            ","380,943",$125.54M,crime
Charlie's Angels,(2000),PG-13,98 min,"
Action, Adventure, Comedy            ","
Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.","

5.6
","
52        
        Metascore
            ","184,916",$125.31M,crime
Traffic,(2000),R,147 min,"
Crime, Drama, Thriller            ","
A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.","

7.6
","
86        
        Metascore
            ","204,905",$124.12M,crime
Clear and Present Danger,(1994),PG-13,141 min,"
Action, Crime, Drama            ","
CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.","

6.9
","
74        
        Metascore
            ","97,445",$122.19M,crime
The Mask,(1994),PG-13,101 min,"
Action, Comedy, Crime            ","
Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.","

6.9
","
56        
        Metascore
            ","373,497",$119.94M,crime
The Other Guys,(2010),PG-13,107 min,"
Action, Comedy, Crime            ","
Two mismatched New York City detectives seize an opportunity to step up like the city's top cops, whom they idolize, only things don't quite go as planned.","

6.6
","
64        
        Metascore
            ","260,912",$119.22M,crime
Now You See Me,(I) (2013),PG-13,115 min,"
Crime, Mystery, Thriller            ","
An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money.","

7.2
","
50        
        Metascore
            ","638,064",$117.72M,crime
Big Momma's House,(2000),PG-13,99 min,"
Action, Comedy, Crime            ","
In order to protect a beautiful woman and her son from a robber, a male FBI agent disguises himself as a large grandmother.","

5.2
","
33        
        Metascore
            ","84,653",$117.56M,crime
Horrible Bosses,(2011),R,98 min,"
Comedy, Crime            ","
Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.","

6.9
","
57        
        Metascore
            ","440,501",$117.54M,crime
Ocean's Thirteen,(2007),PG-13,122 min,"
Crime, Thriller            ","
Danny Ocean rounds up the boys for a third heist after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.","

6.9
","
62        
        Metascore
            ","339,129",$117.15M,crime
S.W.A.T.,(2003),PG-13,117 min,"
Action, Adventure, Crime            ","
An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody, and only the L.A.P.D.'s Special Weapons and Tactics team can prevent it.","

6.0
","
45        
        Metascore
            ","145,459",$116.93M,crime
The Wolf of Wall Street,(2013),R,180 min,"
Biography, Comedy, Crime            ","
Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.","

8.2
","
75        
        Metascore
            ","1,326,136",$116.90M,crime
Double Jeopardy,(1999),R,105 min,"
Crime, Drama, Mystery            ","
A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him.","

6.5
","
40        
        Metascore
            ","84,860",$116.74M,crime
Peter Rabbit,(2018),PG,95 min,"
Animation, Adventure, Comedy            ","
Feature adaptation of Beatrix Potter's classic tale of a rebellious rabbit trying to sneak into a farmer's vegetable garden.","

6.6
","
51        
        Metascore
            ","41,447",$115.25M,crime
Bolt,(2008),PG,96 min,"
Animation, Adventure, Comedy            ","
The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.","

6.9
","
67        
        Metascore
            ","204,501",$114.05M,crime
Face/Off,(1997),R,138 min,"
Action, Crime, Sci-Fi            ","
To foil a terrorist plot, an FBI agent undergoes facial transplant surgery to assume the identity of the criminal mastermind who murdered his only son, but the criminal wakes up prematurely and seeks revenge.","

7.3
","
82        
        Metascore
            ","367,643",$112.23M,crime
The Hangover Part III,(2013),R,100 min,"
Comedy, Crime            ","
When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run.","

5.8
","
30        
        Metascore
            ","308,733",$112.20M,crime
Twins,(1988),PG,107 min,"
Comedy, Crime            ","
A physically perfect but innocent man goes in search of his long-lost twin brother, who is short, a womanizer, and small-time crook.","

6.1
","
53        
        Metascore
            ","122,123",$111.94M,crime
Fun with Dick and Jane,(2005),PG-13,90 min,"
Comedy, Crime            ","
When an affluent couple lose all their money following a series of blunders, they turn to a life of crime to make ends meet.","

6.2
","
47        
        Metascore
            ","143,299",$110.33M,crime
A Time to Kill,(1996),R,149 min,"
Crime, Drama, Thriller            ","
In Canton, Mississippi, a fearless young lawyer and his assistant defend a black man accused of murdering two white men who raped his ten-year-old daughter, inciting violent retribution and revenge from the Ku Klux Klan.","

7.5
","
54        
        Metascore
            ","152,752",$108.77M,crime
Ace Ventura: When Nature Calls,(1995),PG-13,90 min,"
Adventure, Comedy, Crime            ","
Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa.","

6.4
","
45        
        Metascore
            ","213,102",$108.39M,crime
Pulp Fiction,(1994),R,154 min,"
Crime, Drama            ","
The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","

8.9
","
94        
        Metascore
            ","1,968,451",$107.93M,crime
Baby Driver,(2017),R,113 min,"
Action, Crime, Drama            ","
After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.","

7.6
","
86        
        Metascore
            ","505,277",$107.83M,crime
Captain Phillips,(2013),PG-13,134 min,"
Action, Biography, Crime            ","
The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.","

7.8
","
82        
        Metascore
            ","447,880",$107.10M,crime
Analyze This,(1999),R,103 min,"
Comedy, Crime            ","
A comedy about a psychiatrist whose number one patient is an insecure mob boss.","

6.7
","
61        
        Metascore
            ","151,769",$106.89M,crime
Miss Congeniality,(2000),PG-13,109 min,"
Action, Comedy, Crime            ","
An F.B.I. Agent must go undercover in the Miss United States beauty pageant to prevent a group from bombing the event.","

6.3
","
43        
        Metascore
            ","203,471",$106.81M,crime
The Italian Job,(2003),PG-13,111 min,"
Action, Crime, Thriller            ","
After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally.","

7.0
","
68        
        Metascore
            ","360,355",$106.13M,crime
Hustlers,(2019),R,110 min,"
Comedy, Crime, Drama            ","
Inspired by the viral New York Magazine article, Hustlers follows a crew of savvy former strip club employees who band together to turn the tables on their Wall Street clients.","

6.3
","
79        
        Metascore
            ","95,628",$104.96M,crime
Road to Perdition,(2002),R,117 min,"
Crime, Drama, Thriller            ","
A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.","

7.7
","
72        
        Metascore
            ","262,171",$104.45M,crime
The Mule,(2018),R,116 min,"
Crime, Drama, Thriller            ","
A ninety-year-old horticulturist and Korean War veteran turns drug mule for a Mexican cartel.","

7.0
","
58        
        Metascore
            ","131,766",$103.80M,crime
Dick Tracy,(1990),PG,105 min,"
Action, Comedy, Crime            ","
The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.","

6.2
","
68        
        Metascore
            ","60,873",$103.74M,crime
Murder on the Orient Express,(2017),PG-13,114 min,"
Crime, Drama, Mystery            ","
When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case.","

6.5
","
52        
        Metascore
            ","238,040",$102.83M,crime
The General's Daughter,(1999),R,116 min,"
Crime, Drama, Mystery            ","
When the daughter of a well-known and well-respected base commander is murdered, an undercover detective is summoned to look into the matter and finds a slew of cover-ups at West Point.","

6.4
","
47        
        Metascore
            ","58,360",$102.71M,crime
Daredevil,(2003),PG-13,103 min,"
Action, Crime            ","
A man blinded by toxic waste which also enhanced his remaining senses fights crime as an acrobatic martial arts superhero.","

5.3
","
42        
        Metascore
            ","216,790",$102.54M,crime
The Girl with the Dragon Tattoo,(2011),R,158 min,"
Crime, Drama, Mystery            ","
Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.","

7.8
","
71        
        Metascore
            ","452,773",$102.52M,crime
In the Line of Fire,(1993),R,128 min,"
Action, Crime, Drama            ","
Secret Service agent Frank Horrigan (Clint Eastwood) couldn't save Kennedy, but he's determined not to let a clever assassin take out this president.","

7.2
","
74        
        Metascore
            ","101,397",$102.31M,crime
Butch Cassidy and the Sundance Kid,(1969),PG,110 min,"
Biography, Crime, Drama            ","
Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.","

8.0
","
66        
        Metascore
            ","212,325",$102.31M,crime
The Equalizer 2,(2018),R,121 min,"
Action, Crime, Thriller            ","
Robert McCall serves an unflinching justice for the exploited and oppressed, but how far will he go when that is someone he loves?","

6.7
","
50        
        Metascore
            ","152,817",$102.08M,crime
Gone in 60 Seconds,(2000),PG-13,118 min,"
Action, Crime, Thriller            ","
A retired master car thief must come back to the industry and steal fifty cars with his crew in one night to save his brother's life.","

6.5
","
35        
        Metascore
            ","273,318",$101.65M,crime
The Equalizer,(2014),R,132 min,"
Action, Crime, Thriller            ","
A man who believes he has put his mysterious past behind him cannot stand idly by when he meets a young girl under the control of ultra-violent Russian gangsters.","

7.2
","
57        
        Metascore
            ","360,562",$101.53M,crime
Stir Crazy,(1980),R,111 min,"
Comedy, Crime            ","
Set up and wrongfully accused, two best friends will be sent to prison for a crime they didn't commit. However, no prison cell could keep them locked in.","

6.7
","
56        
        Metascore
            ","27,765",$101.30M,crime
Eraser,(1996),R,115 min,"
Action, Crime, Thriller            ","
A Witness Protection specialist becomes suspicious of his co-workers when dealing with a case involving high-tech weapons.","

6.1
","
56        
        Metascore
            ","109,189",$101.30M,crime
Con Air,(1997),R,115 min,"
Action, Crime, Thriller            ","
Newly paroled ex-con and former U.S. Ranger Cameron Poe finds himself trapped in a prisoner transport plane when the passengers seize control.","

6.9
","
52        
        Metascore
            ","291,902",$101.12M,crime
Collateral,(2004),R,120 min,"
Action, Crime, Drama            ","
A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.","

7.5
","
71        
        Metascore
            ","387,865",$101.01M,crime
Charlie's Angels: Full Throttle,(2003),PG-13,106 min,"
Action, Adventure, Comedy            ","
The Angels investigate a series of murders which occur after the theft of a witness protection profile database.","

4.9
","
48        
        Metascore
            ","126,614",$100.83M,crime
The Pelican Brief,(1993),PG-13,141 min,"
Crime, Drama, Mystery            ","
A law student uncovers a conspiracy, putting herself and others in danger.","

6.6
","
50        
        Metascore
            ","85,009",$100.77M,crime
Kingsman: The Golden Circle,(2017),R,141 min,"
Action, Adventure, Comedy            ","
After the Kingsman's headquarters are destroyed and the world is held hostage, an allied spy organisation in the United States is discovered. These two elite secret organisations must band together to defeat a common enemy.","

6.7
","
44        
        Metascore
            ","313,553",$100.23M,crime
Se7en,(1995),R,127 min,"
Crime, Drama, Mystery            ","
Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.","

8.6
","
65        
        Metascore
            ","1,571,670",$100.13M,crime
The Green Hornet,(2011),PG-13,119 min,"
Action, Comedy, Crime            ","
Following the death of his father, Britt Reid, heir to his father's large company, teams up with his late dad's assistant Kato to become a masked crime fighting team.","

5.8
","
39        
        Metascore
            ","159,501",$98.78M,crime
Date Night,(2010),PG-13,88 min,"
Comedy, Crime, Romance            ","
In New York City, a case of mistaken identity turns a bored married couple's attempt at a glamorous and romantic evening into something more thrilling and dangerous.","

6.3
","
56        
        Metascore
            ","160,484",$98.71M,crime
Inspector Gadget,(1999),PG,78 min,"
Action, Adventure, Comedy            ","
A security guard's dreams come true when he is selected to be transformed into a cybernetic police officer.","

4.1
","
36        
        Metascore
            ","47,783",$97.40M,crime
Public Enemies,(2009),R,140 min,"
Action, Biography, Crime            ","
The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.","

7.0
","
70        
        Metascore
            ","295,721",$97.10M,crime
Panic Room,(2002),R,112 min,"
Crime, Drama, Thriller            ","
A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room, when three men break-in, searching for a missing fortune.","

6.8
","
65        
        Metascore
            ","274,570",$96.40M,crime
Red Dragon,(2002),R,124 min,"
Crime, Drama, Thriller            ","
A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer. Aiding him is imprisoned forensic psychiatrist Dr. Hannibal ""The Cannibal"" Lecter.","

7.2
","
60        
        Metascore
            ","267,696",$93.15M,crime
The Town,(2010),R,125 min,"
Crime, Drama, Thriller            ","
A proficient group of thieves rob a bank and hold Claire, the assistant manager, hostage. Things begin to get complicated when one of the crew members falls in love with Claire.","

7.5
","
74        
        Metascore
            ","379,683",$92.19M,crime
The Client,(1994),PG-13,119 min,"
Crime, Drama, Mystery            ","
A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.","

6.7
","
65        
        Metascore
            ","65,123",$92.12M,crime
John Wick: Chapter 2,(2017),R,122 min,"
Action, Crime, Thriller            ","
After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.","

7.5
","
75        
        Metascore
            ","411,054",$92.03M,crime
Kindergarten Cop,(1990),PG-13,111 min,"
Action, Comedy, Crime            ","
A tough cop must pose as a kindergarten teacher in order to locate a dangerous criminal's ex-wife, who may hold the key to putting him behind bars.","

6.2
","
61        
        Metascore
            ","145,746",$91.46M,crime
Ride Along 2,(2016),PG-13,102 min,"
Action, Comedy, Crime            ","
As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.","

5.9
","
32        
        Metascore
            ","57,653",$91.22M,crime
Get Hard,(2015),R,100 min,"
Comedy, Crime            ","
When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars.","

6.0
","
34        
        Metascore
            ","132,909",$90.41M,crime
RED,(2010),PG-13,111 min,"
Action, Comedy, Crime            ","
When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last-ditch effort to survive and uncover his assailants.","

7.0
","
60        
        Metascore
            ","303,728",$90.38M,crime
Mystic River,(2003),R,138 min,"
Crime, Drama, Mystery            ","
The lives of three men who were childhood friends are shattered when one of them has a family tragedy.","

7.9
","
84        
        Metascore
            ","446,602",$90.14M,crime
Taken 3,(2014),PG-13,108 min,"
Action, Crime, Thriller            ","
Accused of a ruthless murder he never committed or witnessed, Bryan Mills goes on the run and brings out his particular set of skills to find the true killer and clear his name.","

6.0
","
26        
        Metascore
            ","189,211",$89.26M,crime
Don't Breathe,(2016),R,88 min,"
Crime, Horror, Thriller            ","
Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems.","

7.1
","
71        
        Metascore
            ","262,735",$89.22M,crime
Inside Man,(2006),R,129 min,"
Crime, Drama, Mystery            ","
A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.","

7.6
","
76        
        Metascore
            ","363,852",$88.51M,crime
Starsky & Hutch,(2004),PG-13,101 min,"
Comedy, Crime            ","
Two streetwise cops bust criminals in their red and white Ford Gran Torino, with the help of a police snitch called ""Huggy Bear"".","

6.1
","
55        
        Metascore
            ","145,373",$88.24M,crime
Entrapment,(1999),PG-13,113 min,"
Action, Crime, Romance            ","
An insurance agent is sent by her employer to track down and help capture an art thief.","

6.3
","
54        
        Metascore
            ","114,072",$87.70M,crime
Pineapple Express,(2008),R,111 min,"
Action, Comedy, Crime            ","
A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.","

6.9
","
64        
        Metascore
            ","332,375",$87.34M,crime
The Naked Gun 2½: The Smell of Fear,(1991),PG-13,85 min,"
Comedy, Crime            ","
Lieutenant Frank Drebin discovers that his ex-girlfriend's new beau is involved in a plot to kidnap a scientist who advocates solar energy.","

6.9
","
65        
        Metascore
            ","111,540",$86.93M,crime
Birds of Prey,(2020),R,109 min,"
Action, Adventure, Comedy            ","
After splitting with the Joker, Harley Quinn joins superheroines Black Canary, Huntress and Renee Montoya to save a young girl from an evil crime lord.","

6.0
","
60        
        Metascore
            ","224,993",$84.16M,crime
Let's Be Cops,(2014),R,104 min,"
Action, Comedy, Crime            ","
Two struggling pals dress as police officers for a costume party and become neighborhood sensations. But when these newly-minted ""heroes"" get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.","

6.4
","
30        
        Metascore
            ","132,558",$82.39M,crime
The Pink Panther,(2006),PG,93 min,"
Adventure, Comedy, Crime            ","
Bumbling Inspector Clouseau must solve the murder of a famous soccer coach and find out who stole the infamous Pink Panther diamond.","

5.6
","
38        
        Metascore
            ","85,512",$82.23M,crime
Payback,(I) (1999),R,100 min,"
Action, Crime, Drama            ","
After a successful heist, Porter is left for dead. Once he recovers, he seeks vengeance and wants his share of the money.","

7.1
","
46        
        Metascore
            ","137,160",$81.53M,crime
The Talented Mr. Ripley,(1999),R,139 min,"
Crime, Drama, Thriller            ","
In late 1950s New York, Tom Ripley, a young underachiever, is sent to Italy to retrieve Dickie Greenleaf, a rich and spoiled millionaire playboy. But when the errand fails, Ripley takes extreme measures.","

7.4
","
76        
        Metascore
            ","203,400",$81.30M,crime
21,(2008),PG-13,123 min,"
Crime, Drama, History            ","
""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.","

6.8
","
48        
        Metascore
            ","244,756",$81.16M,crime
Another 48 Hrs.,(1990),R,95 min,"
Action, Comedy, Crime            ","
Jack Cates once again enlists the aid of ex-con Reggie Hammond - this time to take down The Iceman, a ruthless drug lord operating in the San Francisco bay area.","

5.9
","
23        
        Metascore
            ","41,115",$80.82M,crime
The Texas Chainsaw Massacre,(2003),R,98 min,"
Crime, Horror            ","
After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.","

6.2
","
38        
        Metascore
            ","140,045",$80.57M,crime
Saw III,(2006),R,108 min,"
Crime, Horror, Mystery            ","
Jigsaw abducts a doctor in order to keep himself alive while he watches his new apprentice put an unlucky citizen named Jeff through a brutal test.","

6.2
","
48        
        Metascore
            ","189,832",$80.24M,crime
Disturbia,(2007),PG-13,105 min,"
Crime, Drama, Mystery            ","
A teen living under house arrest becomes convinced his neighbor is a serial killer.","

6.8
","
62        
        Metascore
            ","232,375",$80.21M,crime
Cape Fear,(1991),R,128 min,"
Crime, Thriller            ","
A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him.","

7.3
","
73        
        Metascore
            ","188,441",$79.10M,crime
48 Hrs.,(1982),R,96 min,"
Action, Comedy, Crime            ","
A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him in order to track down a killer.","

6.9
","
71        
        Metascore
            ","76,216",$78.87M,crime
The Naked Gun: From the Files of Police Squad!,(1988),PG-13,85 min,"
Comedy, Crime            ","
Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.","

7.6
","
76        
        Metascore
            ","164,706",$78.76M,crime
Tower Heist,(2011),PG-13,104 min,"
Action, Comedy, Crime            ","
When a group of hard-working guys find out they've fallen victim to their wealthy employer's Ponzi scheme, they conspire to rob his high-rise residence.","

6.2
","
59        
        Metascore
            ","141,041",$78.05M,crime
Man on Fire,(2004),R,146 min,"
Action, Crime, Drama            ","
In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.","

7.7
","
47        
        Metascore
            ","354,228",$77.91M,crime
Backdraft,(1991),R,137 min,"
Action, Crime, Drama            ","
Two Chicago firefighter brothers, who don't get along, have to work together while a dangerous arsonist is on the loose.","

6.7
","
38        
        Metascore
            ","78,475",$77.87M,crime
Gangs of New York,(2002),R,167 min,"
Crime, Drama            ","
In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer.","

7.5
","
72        
        Metascore
            ","431,239",$77.81M,crime
Training Day,(2001),R,122 min,"
Action, Crime, Drama            ","
A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.","

7.7
","
69        
        Metascore
            ","421,020",$76.63M,crime
The Untouchables,(1987),R,119 min,"
Crime, Drama, Thriller            ","
During the era of Prohibition in the United States, Federal Agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and, because of rampant corruption, assembles a small, hand-picked team to help him.","

7.9
","
79        
        Metascore
            ","301,443",$76.27M,crime
2 Guns,(2013),R,109 min,"
Action, Comedy, Crime            ","
Two hardened criminals get into trouble with the US border patrol after meeting with a Mexican drug lord, and then revelations start to unfold.","

6.7
","
55        
        Metascore
            ","208,221",$75.61M,crime
The Hitman's Bodyguard,(2017),R,118 min,"
Action, Comedy, Crime            ","
The world's top bodyguard gets a new client, a hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial on time.","

6.9
","
47        
        Metascore
            ","222,674",$75.47M,crime
The Girl on the Train,(2016),R,112 min,"
Crime, Drama, Mystery            ","
A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.","

6.5
","
48        
        Metascore
            ","183,556",$75.40M,crime
Four Brothers,(2005),R,109 min,"
Action, Crime, Drama            ","
When their adoptive mother is gunned down in a store robbery the 'four brothers' investigate the murder for themselves & look for the killers, but not all is what it seems.","

6.8
","
49        
        Metascore
            ","143,124",$74.49M,crime
No Country for Old Men,(2007),R,122 min,"
Crime, Drama, Thriller            ","
Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.","

8.2
","
91        
        Metascore
            ","933,433",$74.28M,crime
Sin City,(2005),R,124 min,"
Crime, Thriller            ","
An exploration of the dark and miserable Basin City and three of its residents, all of whom are caught up in violent corruption.","

8.0
","
74        
        Metascore
            ","757,928",$74.10M,crime
Law Abiding Citizen,(2009),R,109 min,"
Action, Crime, Drama            ","
A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free.","

7.4
","
34        
        Metascore
            ","290,384",$73.34M,crime
The Interpreter,(2005),PG-13,128 min,"
Crime, Mystery, Thriller            ","
Political intrigue and deception unfold inside the United Nations, where a U.S. Secret Service agent is assigned to investigate an interpreter who overhears an assassination plot.","

6.4
","
62        
        Metascore
            ","105,401",$72.71M,crime
Vantage Point,(2008),PG-13,90 min,"
Action, Crime, Drama            ","
The attempted assassination of the American President is told and re-told from several different perspectives.","

6.6
","
40        
        Metascore
            ","149,196",$72.27M,crime
Get Shorty,(1995),R,105 min,"
Comedy, Crime, Thriller            ","
A mobster travels to Hollywood to collect a debt, and discovers that the movie business is much the same as his current job.","

6.9
","
82        
        Metascore
            ","82,645",$72.08M,crime
