Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
The Ten Commandments,1956,G,05 Oct 1956,220 min,"Adventure, Drama, Family",Cecil B. DeMille,"Dorothy Clarke Wilson, J.H. Ingraham, A.E. Southon","Charlton Heston, Yul Brynner, Anne Baxter","Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery.",English,United States,Won 1 Oscar. 12 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BODcxYjUxZDgtYTQ5Zi00YmQ1LWJmZmItODZkOTYyNDhiNWM3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.9/10'}",N/A,7.9,"68,476",tt0049833,movie,29 Mar 2011,"$65,500,000",N/A,N/A,True
Lady and the Tramp,1955,G,22 Jun 1955,76 min,"Animation, Adventure, Comedy","Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Ward Greene, Erdman Penner, Joe Rinaldi","Barbara Luddy, Larry Roberts, Peggy Lee",The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.,English,United States,Nominated for 1 BAFTA Film Award1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BODk4YWI2MzItYzc2Yi00M2U0LWFhY2MtOTgyODM2NWE0MDcyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",78,7.3,"131,334",tt0048280,movie,07 Feb 2012,"$93,602,326",N/A,N/A,True
Tomorrowland,2015,PG,22 May 2015,130 min,"Action, Adventure, Family",Brad Bird,"Damon Lindelof, Brad Bird, Jeff Jensen","George Clooney, Britt Robertson, Hugh Laurie","Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.","English, French, Japanese","United States, Spain, France, Canada, United Kingdom",2 wins & 19 nominations,https://m.media-amazon.com/images/M/MV5BMTQ4OTgzNTkwNF5BMl5BanBnXkFtZTgwMzI3MDE3NDE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",60,6.4,"179,774",tt1964418,movie,13 Oct 2015,"$93,436,322",N/A,N/A,True
Cats & Dogs,2001,PG,04 Jul 2001,87 min,"Action, Adventure, Comedy",Lawrence Guterman,"John Requa, Glenn Ficarra","Alec Baldwin, Tobey Maguire, Jeff Goldblum","A look at the top-secret, high-tech espionage war going on between cats and dogs, of which their human owners are blissfully unaware.",English,"United States, Australia",2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BY2JmMDJlMmEtYTk4OS00YWQ5LTk2NzMtM2M3NzhkMjI4MGJkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.2/10'}",47,5.2,"58,866",tt0239395,movie,16 Oct 2001,"$93,385,515",N/A,N/A,True
Flubber,1997,PG,26 Nov 1997,93 min,"Comedy, Family, Sci-Fi",Les Mayfield,"Samuel W. Taylor, John Hughes, Bill Walsh","Robin Williams, Marcia Gay Harden, Christopher McDonald","An absent-minded professor discovers ""flubber,"" a rubber-like super-bouncy substance.",English,United States,3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BZDlkOTA0OTUtOThmMi00NTMyLTg0NDgtZWZiYmRjZWI4MDY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.3/10'}",37,5.3,"88,306",tt0119137,movie,01 Jun 2004,"$92,977,226",N/A,N/A,True
Heaven Is for Real,2014,PG,16 Apr 2014,99 min,"Biography, Drama, Family",Randall Wallace,"Randall Wallace, Chris Parker, Todd Burpo","Greg Kinnear, Kelly Reilly, Thomas Haden Church","A small-town father must find the courage and conviction to share his son's extraordinary, life-changing experience with the world.",English,United States,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BNjc3MzYzMTUzNF5BMl5BanBnXkFtZTgwNTYzNzI2MDE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.8/10'}",47,5.8,"26,891",tt1929263,movie,22 Jul 2014,"$91,443,253",N/A,N/A,True
The Karate Kid,1984,PG,22 Jun 1984,126 min,"Action, Drama, Family",John G. Avildsen,Robert Mark Kamen,"Ralph Macchio, Pat Morita, Elisabeth Shue",A martial arts master agrees to teach karate to a bullied teenager.,"English, Japanese",United States,Nominated for 1 Oscar. 2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BNTkzY2YzNmYtY2ViMS00MThiLWFlYTEtOWQ1OTBiOGEwMTdhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",60,7.3,"217,282",tt0087538,movie,01 Feb 2005,"$91,077,276",N/A,N/A,True
Antz,1998,PG,02 Oct 1998,83 min,"Animation, Adventure, Comedy","Eric Darnell, Tim Johnson","Todd Alcott, Chris Weitz, Paul Weitz","Woody Allen, Sharon Stone, Gene Hackman",A rather neurotic ant tries to break from his totalitarian society while trying to win the affection of the princess he loves.,English,United States,Nominated for 1 BAFTA Film Award6 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BMzMzMDdlMDktODg4OC00Y2E5LTk1ZjMtNzM2MzIxZGQ0ZGI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",72,6.5,"152,613",tt0120587,movie,07 Jun 2005,"$90,757,863",N/A,N/A,True
The Game Plan,2007,PG,28 Sep 2007,110 min,"Comedy, Family, Sport",Andy Fickman,"Nichole Millard, Kathryn Price, Audrey Wells","Dwayne Johnson, Kyra Sedgwick, Madison Pettis",An NFL quarterback living the bachelor lifestyle discovers that he has an 8-year-old daughter from a previous relationship.,English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BZjczZDAwZTYtYzQ0Ny00NTAyLWIwNjMtMDYyOThhZGIxODc5XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.2/10'}",44,6.2,"63,659",tt0492956,movie,22 Jan 2008,"$90,648,202",N/A,N/A,True
High School Musical 3: Senior Year,2008,G,24 Oct 2008,112 min,"Comedy, Drama, Family",Kenny Ortega,Peter Barsocchini,"Zac Efron, Vanessa Hudgens, Ashley Tisdale","As seniors in high school, Troy and Gabriella struggle with the idea of being separated from one another as college approaches. Along with the rest of the Wildcats, they stage a spring musical to address their experiences, hopes and ",English,United States,8 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BNDE1NjU2NTMyNV5BMl5BanBnXkFtZTcwMTg3NDA3MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.9/10'}",57,4.9,"61,388",tt0962726,movie,21 Oct 2008,"$90,559,416",N/A,N/A,True
Space Jam,1996,PG,15 Nov 1996,88 min,"Animation, Adventure, Comedy",Joe Pytka,"Leo Benvenuti, Steve Rudnick, Timothy Harris","Michael Jordan, Wayne Knight, Theresa Randle","In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",English,United States,5 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMDgyZTI2YmYtZmI4ZC00MzE0LWIxZWYtMWRlZWYxNjliNTJjXkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",59,6.5,"192,640",tt0117705,movie,21 Oct 2003,"$90,418,342",N/A,N/A,True
Planes,2013,PG,09 Aug 2013,91 min,"Animation, Adventure, Comedy",Klay Hall,"John Lasseter, Klay Hall, Jeffrey M. Howard","Carlos Alazraqui, Dane Cook, Stacy Keach",A cropdusting plane with a fear of heights lives his dream of competing in a famous around-the-world aerial race.,"English, Spanish, French, German, Mandarin, Icelandic",United States,5 nominations,https://m.media-amazon.com/images/M/MV5BMjAwODc5NzYzOF5BMl5BanBnXkFtZTcwNTk4MjEzOQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.7/10'}",39,5.7,"44,456",tt1691917,movie,19 Nov 2013,"$90,288,712",N/A,N/A,True
Father of the Bride,1991,PG,20 Dec 1991,105 min,"Comedy, Family, Romance",Charles Shyer,"Frances Goodrich, Albert Hackett, Nancy Meyers","Steve Martin, Diane Keaton, Martin Short","With his oldest daughter's wedding approaching, a father finds himself reluctant to let go.",English,United States,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BYzM0YzBmMTUtN2RmZS00YWY5LWFkZTMtMjM1OWU3Nzk4ZjI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",51,6.5,"74,229",tt0101862,movie,05 Jun 2005,"$89,325,780",N/A,N/A,True
The Emperor's New Groove,2000,G,15 Dec 2000,78 min,"Animation, Adventure, Comedy",Mark Dindal,"Chris Williams, Mark Dindal, David Reynolds","David Spade, John Goodman, Eartha Kitt","Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder.",English,United States,Nominated for 1 Oscar. 7 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BZGQwNmFhNjctNzQ0Yy00ZmE5LWIyMTEtYTZhZWQ4OTFmNDI2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",70,7.4,"195,606",tt0120917,movie,11 Oct 2005,"$89,636,687",N/A,N/A,True
Percy Jackson & the Olympians: The Lightning Thief,2010,PG,12 Feb 2010,118 min,"Adventure, Family, Fantasy",Chris Columbus,"Craig Titley, Rick Riordan","Logan Lerman, Kevin McKidd, Steve Coogan",A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.,"English, Greek, Ancient (to 1453)","United Kingdom, Canada, United States",11 nominations,https://m.media-amazon.com/images/M/MV5BMTQ5NDlmZWUtMjIyMC00NzQ3LTg3OWYtMzRkY2FiNzQ0Njc4XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.9/10'}",47,5.9,"185,084",tt0814255,movie,22 Jun 2010,"$88,768,303",N/A,N/A,True
The Muppets,2011,PG,23 Nov 2011,103 min,"Adventure, Comedy, Family",James Bobin,"Jason Segel, Nicholas Stoller, Jim Henson","Amy Adams, Jason Segel, Chris Cooper",A Muppet fanatic with some help from his 2 human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.,English,United States,Won 1 Oscar. 17 wins & 43 nominations total,https://m.media-amazon.com/images/M/MV5BMjE0MTM4NTc3NF5BMl5BanBnXkFtZTcwMjYzOTIxNg@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",75,7.1,"91,187",tt1204342,movie,20 Mar 2012,"$88,631,237",N/A,N/A,True
Peter Pan,1953,G,05 Feb 1953,77 min,"Animation, Adventure, Family","Clyde Geronimi, Wilfred Jackson, Hamilton Luske","J.M. Barrie, Ted Sears, Erdman Penner","Bobby Driscoll, Kathryn Beaumont, Hans Conried","Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan.","English, American Sign ",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMzIwMzUyYTUtMjQ3My00NDc3LWIyZjQtOGUzNDJmNTFlNWUxXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",76,7.3,"135,539",tt0046183,movie,12 Oct 2004,"$87,404,651",N/A,N/A,True
Miss Peregrine's Home for Peculiar Children,2016,PG-13,30 Sep 2016,127 min,"Adventure, Drama, Family",Tim Burton,"Ransom Riggs, Jane Goldman","Eva Green, Asa Butterfield, Samuel L. Jackson","When Jacob (Asa Butterfield) discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learns about their special pow",English,"United States, United Kingdom, Belgium, Canada",2 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BMTU0Nzc5NzI5NV5BMl5BanBnXkFtZTgwNTk1MDE4MDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",57,6.7,"167,076",tt1935859,movie,13 Dec 2016,"$87,242,834",N/A,N/A,True
The Emoji Movie,2017,PG,28 Jul 2017,86 min,"Animation, Adventure, Comedy",Tony Leondis,"Tony Leondis, Eric Siegel, Mike White","T.J. Miller, James Corden, Anna Faris","Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.","English, Spanish",United States,7 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTkzMzM3OTM2Ml5BMl5BanBnXkFtZTgwMDM0NDU3MjI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '3.3/10'}",12,3.3,"61,976",tt4877122,movie,24 Oct 2017,"$86,089,513",N/A,N/A,True
Annie,2014,PG,19 Dec 2014,118 min,"Comedy, Drama, Family",Will Gluck,"Will Gluck, Aline Brosh McKenna, Thomas Meehan","Quvenzhané Wallis, Cameron Diaz, Jamie Foxx","A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York City mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.",English,United States,3 wins & 18 nominations,https://m.media-amazon.com/images/M/MV5BMTAyNDYxOTI4MzNeQTJeQWpwZ15BbWU4MDQ3MDU3NjIx._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.3/10'}",33,5.3,"37,154",tt1823664,movie,17 Mar 2015,"$85,911,262",N/A,N/A,True
Spy Kids 2: Island of Lost Dreams,2002,PG,07 Aug 2002,100 min,"Action, Adventure, Comedy",Robert Rodriguez,Robert Rodriguez,"Alexa PenaVega, Daryl Sabara, Antonio Banderas","The Cortez siblings set out for a mysterious island, where they encounter a genetic scientist and a set of rival spy kids.",English,United States,3 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BNWM2N2JjYzYtYWIyNS00NDc3LWFkNDctMmYwOWQyZTcxYjZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.2/10'}",66,5.2,"66,124",tt0287717,movie,18 Feb 2003,"$85,846,429",N/A,N/A,True
The SpongeBob SquarePants Movie,2004,PG,19 Nov 2004,87 min,"Animation, Adventure, Comedy","Stephen Hillenburg, Mark Osborne","Derek Drymon, Tim Hill, Stephen Hillenburg","Tom Kenny, Jeffrey Tambor, Rodger Bumpass",SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown.,English,United States,1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BOGQwNWE3NmEtMmQwNS00OTY4LWExN2ItN2UwOGJmZjExZTJjXkEyXkFqcGdeQXVyODUwNjEzMzg@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.1/10'}",66,7.1,"87,328",tt0345950,movie,01 Mar 2005,"$85,417,988",N/A,N/A,True
Brother Bear,2003,G,01 Nov 2003,85 min,"Animation, Adventure, Comedy","Aaron Blaise, Robert Walker","Tab Murphy, Lorne Cameron, David Hoselton","Joaquin Phoenix, Jeremy Suarez, Rick Moranis","When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back.","English, Inuktitut, Croatian, Serbian",United States,Nominated for 1 Oscar. 2 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BMTIyNTAyNDYxNF5BMl5BanBnXkFtZTYwNjYwMjg2._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",48,6.8,"106,028",tt0328880,movie,30 Mar 2004,"$85,336,277",N/A,N/A,True
Open Season,2006,PG,29 Sep 2006,86 min,"Animation, Adventure, Comedy","Roger Allers, Jill Culton, Anthony Stacchi","Steve Bencich, Ron J. Friedman, Nat Mauldin","Ashton Kutcher, Martin Lawrence, Debra Messing","Boog, a domesticated 900lb. Grizzly bear, finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest anim",English,United States,1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTQwOTg2MjU0OV5BMl5BanBnXkFtZTcwMzIzNTQzMQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.1/10'}",49,6.1,"93,299",tt0400717,movie,30 Jan 2007,"$85,105,259",N/A,N/A,True
Cinderella,1950,G,04 Mar 1950,74 min,"Animation, Family, Fantasy","Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Charles Perrault, Bill Peet, Erdman Penner","Ilene Woods, James MacDonald, Eleanor Audley","When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother.",English,United States,Nominated for 3 Oscars. 6 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BOGU0NGQ1MzEtODIwZS00YTdiLWJhMzQtN2RkN2YzNGVjNDZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",85,7.3,"155,521",tt0042332,movie,04 Oct 2005,"$93,141,149",N/A,N/A,True
The Santa Clause 3: The Escape Clause,2006,G,03 Nov 2006,92 min,"Adventure, Comedy, Family",Michael Lembeck,"Ed Decter, John J. Strauss, Leo Benvenuti","Tim Allen, Martin Short, Elizabeth Mitchell","Santa, a.k.a. Scott Calvin, is faced with double-duty: how to keep his new family happy and how to stop Jack Frost from taking over Christmas.",English,United States,4 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMTI4ODQ4MzgzMl5BMl5BanBnXkFtZTcwODc5NTUzMQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.8/10'}",32,4.8,"36,852",tt0452681,movie,20 Nov 2007,"$84,500,122",N/A,N/A,True
Ferdinand,2017,PG,15 Dec 2017,108 min,"Animation, Adventure, Comedy",Carlos Saldanha,"Robert L. Baird, Tim Federle, Brad Copeland","John Cena, Kate McKinnon, Bobby Cannavale","After Ferdinand, a bull with a big heart, is mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure.","English, Spanish, German",United States,Nominated for 1 Oscar. 2 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BMjI4Mjk0NzQwOF5BMl5BanBnXkFtZTgwNjg3MjI2MjI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",58,6.8,"54,804",tt3411444,movie,13 Mar 2018,"$84,410,380",N/A,N/A,True
Pinocchio,1940,G,23 Feb 1940,88 min,"Animation, Adventure, Comedy","Norman Ferguson, T. Hee, Wilfred Jackson","Carlo Collodi, Ted Sears, Otto Englander","Dickie Jones, Christian Rub, Mel Blanc","A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.",English,United States,Won 2 Oscars. 7 wins total,https://m.media-amazon.com/images/M/MV5BMTU4Mzk3ODIyOF5BMl5BanBnXkFtZTgwODgyNzk2NjE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",99,7.4,"140,218",tt0032910,movie,03 Dec 2002,"$84,254,167",N/A,N/A,True
Scooby-Doo 2: Monsters Unleashed,2004,PG,26 Mar 2004,93 min,"Adventure, Comedy, Family",Raja Gosnell,"William Hanna, Joseph Barbera, James Gunn","Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard",The Mystery Inc. gang must save Coolsville from an attack of their past monsters brought to life by an evil masked figure trying to take down the gang.,English,"United States, Canada",1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjEzNzk3NTE1Ml5BMl5BanBnXkFtZTYwODM1MTU3._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.2/10'}",34,5.2,"55,190",tt0331632,movie,14 Sep 2004,"$84,216,833",N/A,N/A,True
Atlantis: The Lost Empire,2001,PG,15 Jun 2001,95 min,"Animation, Action, Adventure","Gary Trousdale, Kirk Wise","Tab Murphy, Kirk Wise, Gary Trousdale","Michael J. Fox, Jim Varney, Corey Burton",A young linguist named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.,"English, French, Spanish",United States,2 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BNjM2NzNjMDAtZTAyMi00NTQzLWFlMTctNTUzMGE1ODE2NDRlXkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",52,6.9,"114,483",tt0230011,movie,29 Jan 2002,"$84,056,472",N/A,N/A,True
Penguins of Madagascar,2014,PG,26 Nov 2014,92 min,"Animation, Adventure, Comedy","Eric Darnell, Simon J. Smith","Michael Colton, John Aboud, Brandon Sawyer","Tom McGrath, Chris Miller, Christopher Knights","Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.","English, Italian, Mandarin, Spanish, Armenian",United States,8 nominations,https://m.media-amazon.com/images/M/MV5BMTEyMDg4MDU4MjdeQTJeQWpwZ15BbWU4MDQyOTc3MjIx._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",53,6.7,"87,257",tt1911658,movie,04 Nov 2014,"$83,850,911",N/A,N/A,True
Smallfoot,2018,PG,28 Sep 2018,96 min,"Animation, Adventure, Comedy","Karey Kirkpatrick, Jason Reisig","Karey Kirkpatrick, Clare Sera, John Requa","Channing Tatum, James Corden, Zendaya","A Yeti is convinced that the elusive creatures known as ""humans"" really do exist.","English, Mandarin",United States,1 win & 15 nominations,https://m.media-amazon.com/images/M/MV5BNTVkYTZlZWItZTc0ZS00MTIzLThlNjItNmNkNDA5YzIwZGZjXkEyXkFqcGdeQXVyODQzNTE3ODc@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",60,6.6,"38,233",tt6182908,movie,04 Dec 2018,"$83,240,103",N/A,N/A,True
Turbo,2013,PG,17 Jul 2013,96 min,"Animation, Adventure, Comedy",David Soren,"Darren Lemke, Robert Siegel, David Soren","Ryan Reynolds, Paul Giamatti, Maya Rudolph",A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.,English,United States,Nominated for 1 BAFTA Film Award1 win & 13 nominations total,https://m.media-amazon.com/images/M/MV5BZjAzOTM1OGItMTRlYi00MjZmLWFiZGMtOTJjOWU0Yjk3NGQyXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",58,6.4,"93,018",tt1860353,movie,12 Nov 2013,"$83,028,128",N/A,N/A,True
Charlotte's Web,2006,G,15 Dec 2006,97 min,"Adventure, Comedy, Family",Gary Winick,"Susannah Grant, Karey Kirkpatrick, Earl Hamner Jr.","Dakota Fanning, Julia Roberts, Oprah Winfrey","Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",English,"United States, Germany, Australia",10 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BMTQ5MTUzMTAzMl5BMl5BanBnXkFtZTcwNTE0NTcyMw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.3/10'}",68,6.3,"40,875",tt0413895,movie,03 Apr 2007,"$82,985,708",N/A,N/A,True
Are We There Yet?,2005,PG,21 Jan 2005,95 min,"Adventure, Comedy, Family",Brian Levant,"Steven Gary Banks, Claudia Grazioso, J. David Stem","Ice Cube, Nia Long, Aleisha Allen","To impress a foxy divorcee, ladies' man Nick offers to take her kids on an extended road trip, unaware of the torture he's in for.",English,"United States, Canada",1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BZWYwZGI3MTgtMTNiZS00ZWYyLThmYjAtMjkwZTU4M2IxNjI5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.7/10'}",27,4.7,"31,556",tt0368578,movie,24 May 2005,"$82,674,398",N/A,N/A,True
Cheaper by the Dozen 2,2005,PG,21 Dec 2005,94 min,"Adventure, Comedy, Family",Adam Shankman,"Sam Harper, Craig Titley, Frank B. Gilbreth Jr.","Steve Martin, Bonnie Hunt, Hilary Duff","The Bakers, while on vacation, find themselves competing with a rival family of eight children.",English,"United States, Canada",1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BOWFhMjQ5ZDgtZTUwZC00Mjg0LTk1OGYtYTA2ZDMxZmE4ZjYzXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.5/10'}",34,5.5,"57,721",tt0452598,movie,23 May 2006,"$82,571,173",N/A,N/A,True
Bridge to Terabithia,2007,PG,16 Feb 2007,96 min,"Drama, Family, Fantasy",Gabor Csupo,"Jeff Stockwell, David Paterson, Katherine Paterson","Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel",A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.,English,United States,6 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTMzOTk1MzIyN15BMl5BanBnXkFtZTcwNTM3MjczMQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",74,7.2,"152,173",tt0398808,movie,19 Jun 2007,"$82,272,442",N/A,N/A,True
Eight Below,2006,PG,17 Feb 2006,120 min,"Adventure, Drama, Family",Frank Marshall,"David DiGilio, Toshirô Ishidô, Koreyoshi Kurahara","Paul Walker, Jason Biggs, Bruce Greenwood",Brutal cold forces two Antarctic explorers to leave their team of sled dogs behind as they fend for their survival.,English,United States,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjExMjAwNzE0N15BMl5BanBnXkFtZTYwMDY4NDk2._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",64,7.3,"63,986",tt0397313,movie,20 Jun 2006,"$81,612,565",N/A,N/A,True
Snow Dogs,2002,PG,18 Jan 2002,99 min,"Adventure, Comedy, Family",Brian Levant,"Jim Kouf, Tommy Swerdlow, Michael Goldberg","Cuba Gooding Jr., James Coburn, Sisqó","When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",English,"Canada, United States",1 win,https://m.media-amazon.com/images/M/MV5BZDhkYmUwZDAtNzBhZi00ODM4LWI3NWMtODcwM2U5OGZhNWM0XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.2/10'}",29,5.2,"26,695",tt0281373,movie,31 Jul 2005,"$81,172,560",N/A,N/A,True
