Title,Release Year,Certificate,Genres,IMDB Rating,Votes,Gross Revenue,genre_pull
No Way Out,(1987),R,"
Action, Crime, Drama            ","

7.1
","39,463",$35.51M,mystery
The Messengers,(2007),PG-13,"
Drama, Horror, Mystery            ","

5.3
","39,582",$35.37M,mystery
The Number 23,(2007),R,"
Crime, Mystery, Thriller            ","

6.4
","199,946",$35.19M,mystery
Ouija: Origin of Evil,(2016),PG-13,"
Drama, Horror, Mystery            ","

6.2
","61,218",$35.14M,mystery
Psycho II,(1983),R,"
Crime, Horror, Mystery            ","

6.5
","26,751",$34.73M,mystery
The Dark Knight,(2008),PG-13,"
Action, Crime, Drama            ","

9.1
","2,511,458",$534.86M,thriller
The Hunger Games: Catching Fire,(2013),PG-13,"
Action, Adventure, Drama            ","

7.5
","646,754",$424.67M,thriller
The Hunger Games,(2012),PG-13,"
Action, Adventure, Sci-Fi            ","

7.2
","892,098",$408.01M,thriller
Jurassic Park,(1993),PG-13,"
Action, Adventure, Sci-Fi            ","

8.2
","936,297",$402.45M,thriller
Furious 7,(2015),PG-13,"
Action, Crime, Thriller            ","

7.2
","381,339",$353.01M,thriller
The Hunger Games: Mockingjay - Part 1,(2014),PG-13,"
Action, Adventure, Sci-Fi            ","

6.6
","441,543",$337.14M,thriller
Joker,(I) (2019),R,"
Crime, Drama, Thriller            ","

8.4
","1,155,884",$335.45M,thriller
Skyfall,(2012),PG-13,"
Action, Adventure, Thriller            ","

7.8
","680,624",$304.36M,thriller
The Twilight Saga: Eclipse,(2010),PG-13,"
Action, Adventure, Drama            ","

5.0
","240,641",$300.53M,thriller
The Sixth Sense,(1999),PG-13,"
Drama, Mystery, Thriller            ","

8.2
","961,412",$293.51M,thriller
Inception,(2010),PG-13,"
Action, Adventure, Sci-Fi            ","

8.8
","2,244,151",$292.58M,thriller
The Hunger Games: Mockingjay - Part 2,(2015),PG-13,"
Action, Adventure, Sci-Fi            ","

6.5
","313,540",$281.72M,thriller
The Twilight Saga: Breaking Dawn - Part 1,(2011),PG-13,"
Adventure, Drama, Fantasy            ","

4.9
","235,593",$281.29M,thriller
Jaws,(1975),PG,"
Adventure, Thriller            ","

8.1
","576,003",$260.00M,thriller
Captain America: The Winter Soldier,(2014),PG-13,"
Action, Adventure, Sci-Fi            ","

7.8
","806,657",$259.77M,thriller
I Am Legend,(2007),PG-13,"
Action, Drama, Sci-Fi            ","

7.2
","731,709",$256.39M,thriller
Twister,(I) (1996),PG-13,"
Action, Adventure, Thriller            ","

6.4
","191,246",$241.72M,thriller
Furious 6,(2013),PG-13,"
Action, Crime, Thriller            ","

7.1
","387,260",$238.68M,thriller
Beverly Hills Cop,(1984),R,"
Action, Comedy, Crime            ","

7.4
","178,539",$234.76M,thriller
X-Men: Days of Future Past,(2014),PG-13,"
Action, Adventure, Sci-Fi            ","

8.0
","692,810",$233.92M,thriller
Signs,(2002),PG-13,"
Drama, Mystery, Sci-Fi            ","

6.8
","354,549",$227.97M,thriller
The Bourne Ultimatum,(2007),PG-13,"
Action, Mystery, Thriller            ","

8.0
","624,755",$227.47M,thriller
Logan,(2017),R,"
Action, Drama, Sci-Fi            ","

8.1
","717,539",$226.28M,thriller
Rush Hour 2,(2001),PG-13,"
Action, Comedy, Crime            ","

6.6
","213,358",$226.16M,thriller
The Fate of the Furious,(2017),PG-13,"
Action, Crime, Thriller            ","

6.6
","224,833",$226.01M,thriller
Mission: Impossible - Fallout,(2018),PG-13,"
Action, Adventure, Thriller            ","

7.7
","317,764",$220.16M,thriller
National Treasure: Book of Secrets,(2007),PG,"
Action, Adventure, Mystery            ","

6.5
","231,161",$219.96M,thriller
Ghost,(1990),PG-13,"
Drama, Fantasy, Romance            ","

7.1
","211,125",$217.63M,thriller
The Da Vinci Code,(2006),PG-13,"
Mystery, Thriller            ","

6.6
","422,881",$217.54M,thriller
Mission: Impossible II,(2000),PG-13,"
Action, Adventure, Thriller            ","

6.1
","332,182",$215.41M,thriller
X2: X-Men United,(2003),PG-13,"
Action, Sci-Fi, Thriller            ","

7.4
","536,925",$214.95M,thriller
Venom: Let There Be Carnage,(2021),PG-13,"
Action, Adventure, Sci-Fi            ","

6.0
","180,184",$212.53M,thriller
Fast Five,(2011),PG-13,"
Action, Crime, Thriller            ","

7.3
","373,019",$209.84M,thriller
Mission: Impossible - Ghost Protocol,(2011),PG-13,"
Action, Adventure, Thriller            ","

7.4
","478,026",$209.40M,thriller
Dawn of the Planet of the Apes,(2014),PG-13,"
Action, Adventure, Drama            ","

7.6
","430,611",$208.55M,thriller
Bad Boys for Life,(2020),R,"
Action, Comedy, Crime            ","

6.5
","153,088",$206.31M,thriller
The Mummy Returns,(2001),PG-13,"
Action, Adventure, Fantasy            ","

6.4
","316,647",$202.02M,thriller
Armageddon,(1998),PG-13,"
Action, Adventure, Sci-Fi            ","

6.7
","416,096",$201.57M,thriller
Godzilla,(2014),PG-13,"
Action, Adventure, Sci-Fi            ","

6.4
","404,975",$200.68M,thriller
Spectre,(I) (2015),PG-13,"
Action, Adventure, Thriller            ","

6.8
","428,095",$200.07M,thriller
Mission: Impossible - Rogue Nation,(2015),PG-13,"
Action, Adventure, Thriller            ","

7.4
","361,967",$195.04M,thriller
Dunkirk,(2017),PG-13,"
Action, Drama, History            ","

7.8
","621,805",$188.37M,thriller
The Day After Tomorrow,(2004),PG-13,"
Action, Adventure, Sci-Fi            ","

6.4
","437,899",$186.74M,thriller
Mr. & Mrs. Smith,(2005),PG-13,"
Action, Comedy, Crime            ","

6.5
","479,645",$186.34M,thriller
The Fugitive,(1993),PG-13,"
Action, Crime, Drama            ","

7.8
","286,167",$183.88M,thriller
Ocean's Eleven,(2001),PG-13,"
Crime, Thriller            ","

7.7
","553,278",$183.42M,thriller
The Perfect Storm,(2000),PG-13,"
Action, Adventure, Drama            ","

6.4
","164,737",$182.62M,thriller
Jurassic Park III,(2001),PG-13,"
Action, Adventure, Sci-Fi            ","

5.9
","310,905",$181.17M,thriller
Mission: Impossible,(1996),PG-13,"
Action, Adventure, Thriller            ","

7.1
","411,345",$180.98M,thriller
Planet of the Apes,(2001),PG-13,"
Action, Adventure, Sci-Fi            ","

5.7
","217,158",$180.01M,thriller
Rise of the Planet of the Apes,(2011),PG-13,"
Action, Drama, Sci-Fi            ","

7.6
","516,516",$176.76M,thriller
The Bourne Supremacy,(2004),PG-13,"
Action, Mystery, Thriller            ","

7.7
","454,602",$176.24M,thriller
Get Out,(I) (2017),R,"
Horror, Mystery, Thriller            ","

7.7
","552,744",$176.04M,thriller
Us,(II) (2019),R,"
Horror, Mystery, Thriller            ","

6.8
","270,447",$175.08M,thriller
Fast & Furious Presents: Hobbs & Shaw,(2019),PG-13,"
Action, Adventure, Thriller            ","

6.5
","202,980",$173.96M,thriller
F9: The Fast Saga,(2021),PG-13,"
Action, Crime, Thriller            ","

5.2
","115,700",$173.20M,thriller
National Treasure,(2004),PG,"
Action, Adventure, Mystery            ","

6.9
","322,617",$173.01M,thriller
Air Force One,(1997),R,"
Action, Drama, Thriller            ","

6.5
","191,726",$172.96M,thriller
John Wick: Chapter 3 - Parabellum,(2019),R,"
Action, Crime, Thriller            ","

7.4
","321,714",$171.02M,thriller
Quantum of Solace,(2008),PG-13,"
Action, Adventure, Thriller            ","

6.6
","438,573",$168.37M,thriller
Gone Girl,(2014),R,"
Drama, Mystery, Thriller            ","

8.1
","940,474",$167.77M,thriller
Casino Royale,(2006),PG-13,"
Action, Adventure, Thriller            ","

8.0
","639,582",$167.45M,thriller
Fifty Shades of Grey,(2015),R,"
Drama, Romance, Thriller            ","

4.2
","312,241",$166.17M,thriller
Knives Out,(2019),PG-13,"
Comedy, Crime, Drama            ","

7.9
","577,242",$165.36M,thriller
Hannibal,(2001),R,"
Crime, Drama, Thriller            ","

6.8
","268,671",$165.09M,thriller
Jason Bourne,(I) (2016),PG-13,"
Action, Thriller            ","

6.6
","222,014",$162.43M,thriller
Die Another Day,(2002),PG-13,"
Action, Adventure, Thriller            ","

6.1
","216,148",$160.94M,thriller
No Time to Die,(2021),PG-13,"
Action, Adventure, Thriller            ","

7.3
","323,591",$160.87M,thriller
Shark Tale,(2004),PG,"
Animation, Adventure, Comedy            ","

6.0
","178,142",$160.86M,thriller
A Quiet Place Part II,(2020),PG-13,"
Drama, Horror, Sci-Fi            ","

7.2
","199,613",$160.07M,thriller
Halloween,(I) (2018),R,"
Crime, Horror, Thriller            ","

6.5
","143,920",$159.34M,thriller
Star Trek Beyond,(2016),PG-13,"
Action, Adventure, Sci-Fi            ","

7.0
","241,222",$158.85M,thriller
The Firm,(1993),R,"
Drama, Mystery, Thriller            ","

6.8
","130,759",$158.35M,thriller
Fatal Attraction,(1987),R,"
Drama, Thriller            ","

6.9
","83,583",$156.65M,thriller
What Lies Beneath,(2000),PG-13,"
Drama, Horror, Mystery            ","

6.6
","123,906",$155.46M,thriller
San Andreas,(2015),PG-13,"
Action, Adventure, Thriller            ","

6.1
","230,417",$155.19M,thriller
Fast & Furious,(2009),PG-13,"
Action, Crime, Thriller            ","

6.6
","280,368",$155.06M,thriller
Mad Max: Fury Road,(2015),R,"
Action, Adventure, Sci-Fi            ","

8.1
","957,879",$154.06M,thriller
Beverly Hills Cop II,(1987),R,"
Action, Comedy, Crime            ","

6.5
","116,929",$153.67M,thriller
G.I. Joe: The Rise of Cobra,(2009),PG-13,"
Action, Adventure, Sci-Fi            ","

5.7
","206,790",$152.27M,thriller
Rambo: First Blood Part II,(1985),R,"
Action, Adventure, Thriller            ","

6.5
","164,776",$150.42M,thriller
Megamind,(2010),PG,"
Animation, Action, Comedy            ","

7.3
","249,526",$148.42M,thriller
Lethal Weapon 2,(1989),R,"
Action, Crime, Thriller            ","

7.3
","172,015",$147.25M,thriller
War for the Planet of the Apes,(2017),PG-13,"
Action, Adventure, Drama            ","

7.4
","246,836",$146.88M,thriller
True Lies,(1994),R,"
Action, Comedy, Thriller            ","

7.3
","252,157",$146.28M,thriller
Taken,(I) (2008),PG-13,"
Action, Crime, Thriller            ","

7.8
","590,196",$145.00M,thriller
"I, Robot",(2004),PG-13,"
Action, Mystery, Sci-Fi            ","

7.1
","526,118",$144.80M,thriller
Lethal Weapon 3,(1992),R,"
Action, Crime, Thriller            ","

6.7
","165,327",$144.73M,thriller
The Fast and the Furious,(2001),PG-13,"
Action, Crime, Thriller            ","

6.8
","375,172",$144.53M,thriller
The Meg,(2018),PG-13,"
Action, Horror, Sci-Fi            ","

5.6
","165,486",$143.01M,thriller
xXx,(2002),PG-13,"
Action, Adventure, Thriller            ","

5.8
","178,257",$142.11M,thriller
A Few Good Men,(1992),R,"
Drama, Thriller            ","

7.7
","253,735",$141.34M,thriller
Rush Hour,(1998),PG-13,"
Action, Comedy, Crime            ","

7.0
","258,715",$141.15M,thriller
Deep Impact,(1998),PG-13,"
Action, Drama, Sci-Fi            ","

6.2
","175,060",$140.46M,thriller
Ocean's Eight,(2018),PG-13,"
Action, Comedy, Crime            ","

6.3
","209,577",$140.22M,thriller
Rush Hour 3,(2007),PG-13,"
Action, Comedy, Crime            ","

6.2
","163,528",$140.13M,thriller
Taken 2,(2012),PG-13,"
Action, Crime, Thriller            ","

6.2
","302,046",$139.85M,thriller
Bad Boys II,(2003),R,"
Action, Comedy, Crime            ","

6.6
","245,019",$138.61M,thriller
Split,(IX) (2016),PG-13,"
Horror, Thriller            ","

7.3
","470,148",$138.29M,thriller
The Conjuring,(2013),R,"
Horror, Mystery, Thriller            ","

7.5
","486,992",$137.40M,thriller
Ransom,(1996),R,"
Action, Crime, Thriller            ","

6.7
","125,717",$136.49M,thriller
Godzilla,(I) (1998),PG-13,"
Action, Sci-Fi, Thriller            ","

5.4
","190,837",$136.31M,thriller
Argo,(2012),R,"
Biography, Drama, Thriller            ","

7.7
","601,327",$136.03M,thriller
Live Free or Die Hard,(2007),PG-13,"
Action, Thriller            ","

7.1
","401,331",$134.53M,thriller
Wanted,(2008),R,"
Action, Crime, Thriller            ","

6.7
","380,473",$134.51M,thriller
The Rock,(1996),R,"
Action, Adventure, Thriller            ","

7.4
","330,015",$134.07M,thriller
Mission: Impossible III,(2006),PG-13,"
Action, Adventure, Thriller            ","

6.9
","347,253",$134.03M,thriller
Angels & Demons,(2009),PG-13,"
Action, Mystery, Thriller            ","

6.7
","287,456",$133.38M,thriller
The Departed,(2006),R,"
Crime, Drama, Thriller            ","

8.5
","1,274,100",$132.38M,thriller
Minority Report,(2002),PG-13,"
Action, Crime, Mystery            ","

7.7
","536,786",$132.07M,thriller
Lara Croft: Tomb Raider,(2001),PG-13,"
Action, Adventure, Fantasy            ","

5.7
","206,664",$131.14M,thriller
The Silence of the Lambs,(1991),R,"
Crime, Drama, Thriller            ","

8.6
","1,371,787",$130.74M,thriller
Lethal Weapon 4,(1998),R,"
Action, Crime, Thriller            ","

6.6
","160,563",$130.44M,thriller
The Divergent Series: Insurgent,(2015),PG-13,"
Action, Adventure, Sci-Fi            ","

6.2
","231,636",$130.18M,thriller
Kingsman: The Secret Service,(2014),R,"
Action, Adventure, Comedy            ","

7.7
","644,070",$128.26M,thriller
Shutter Island,(2010),R,"
Mystery, Thriller            ","

8.2
","1,242,092",$128.01M,thriller
2 Fast 2 Furious,(2003),PG-13,"
Action, Crime, Thriller            ","

5.9
","267,878",$127.15M,thriller
Super 8,(2011),PG-13,"
Action, Mystery, Sci-Fi            ","

7.0
","349,534",$127.00M,thriller
The World Is Not Enough,(1999),PG-13,"
Action, Adventure, Thriller            ","

6.4
","197,800",$126.94M,thriller
Lucy,(I) (2014),R,"
Action, Sci-Fi, Thriller            ","

6.4
","479,502",$126.66M,thriller
Safe House,(2012),R,"
Action, Thriller            ","

6.7
","219,307",$126.37M,thriller
Ocean's Twelve,(2004),PG-13,"
Crime, Thriller            ","

6.5
","380,366",$125.54M,thriller
Tomorrow Never Dies,(1997),PG-13,"
Action, Adventure, Thriller            ","

6.5
","191,265",$125.33M,thriller
Charlie's Angels,(2000),PG-13,"
Action, Adventure, Comedy            ","

5.6
","184,770",$125.31M,thriller
Traffic,(2000),R,"
Crime, Drama, Thriller            ","

7.6
","204,705",$124.12M,thriller
G.I. Joe: Retaliation,(2013),PG-13,"
Action, Adventure, Sci-Fi            ","

5.8
","179,924",$122.52M,thriller
Clear and Present Danger,(1994),PG-13,"
Action, Crime, Drama            ","

6.9
","97,273",$122.19M,thriller
The Hunt for Red October,(1990),PG,"
Action, Adventure, Thriller            ","

7.6
","193,395",$122.01M,thriller
The Bodyguard,(1992),R,"
Action, Drama, Music            ","

6.3
","130,525",$121.95M,thriller
The Bourne Identity,(2002),PG-13,"
Action, Mystery, Thriller            ","

7.9
","534,944",$121.66M,thriller
Speed,(1994),R,"
Action, Adventure, Thriller            ","

7.3
","352,682",$121.25M,thriller
Van Helsing,(2004),PG-13,"
Action, Adventure, Fantasy            ","

6.0
","259,619",$120.18M,thriller
The Sum of All Fears,(2002),PG-13,"
Action, Drama, Thriller            ","

6.4
","113,595",$118.91M,thriller
Salt,(2010),PG-13,"
Action, Thriller            ","

6.5
","309,090",$118.31M,thriller
Basic Instinct,(1992),R,"
Drama, Mystery, Thriller            ","

7.0
","193,967",$117.73M,thriller
Now You See Me,(I) (2013),PG-13,"
Crime, Mystery, Thriller            ","

7.2
","636,837",$117.72M,thriller
Die Hard 2,(1990),R,"
Action, Thriller            ","

7.2
","355,143",$117.54M,thriller
The Nun,(2018),R,"
Horror, Mystery, Thriller            ","

5.3
","134,877",$117.45M,thriller
Ocean's Thirteen,(2007),PG-13,"
Crime, Thriller            ","

6.9
","338,640",$117.15M,thriller
S.W.A.T.,(2003),PG-13,"
Action, Adventure, Crime            ","

6.0
","145,271",$116.93M,thriller
Double Jeopardy,(1999),R,"
Crime, Drama, Mystery            ","

6.5
","84,637",$116.74M,thriller
The Towering Inferno,(1974),PG,"
Action, Drama, Thriller            ","

7.0
","42,835",$116.00M,thriller
Ghost Rider,(2007),PG-13,"
Action, Fantasy, Thriller            ","

5.2
","233,679",$115.80M,thriller
District 9,(2009),R,"
Action, Sci-Fi, Thriller            ","

7.9
","666,359",$115.65M,thriller
The Village,(2004),PG-13,"
Drama, Mystery, Thriller            ","

6.6
","255,963",$114.20M,thriller
The Bourne Legacy,(2012),PG-13,"
Action, Adventure, Thriller            ","

6.6
","297,481",$113.20M,thriller
Face/Off,(1997),R,"
Action, Crime, Sci-Fi            ","

7.3
","367,132",$112.23M,thriller
Enemy of the State,(1998),R,"
Action, Thriller            ","

7.3
","239,234",$111.55M,thriller
Glass,(2019),PG-13,"
Drama, Sci-Fi, Thriller            ","

6.6
","232,066",$111.05M,thriller
The Grudge,(2004),PG-13,"
Horror, Mystery, Thriller            ","

5.9
","143,250",$110.36M,thriller
A Time to Kill,(1996),R,"
Crime, Drama, Thriller            ","

7.5
","152,131",$108.77M,thriller
Baby Driver,(2017),R,"
Action, Crime, Drama            ","

7.6
","503,299",$107.83M,thriller
Captain Phillips,(2013),PG-13,"
Action, Biography, Crime            ","

7.8
","447,262",$107.10M,thriller
Black Swan,(2010),R,"
Drama, Thriller            ","

8.0
","740,317",$106.95M,thriller
GoldenEye,(1995),PG-13,"
Action, Adventure, Thriller            ","

7.2
","252,555",$106.60M,thriller
The Italian Job,(2003),PG-13,"
Action, Crime, Thriller            ","

7.0
","359,823",$106.13M,thriller
Road to Perdition,(2002),R,"
Crime, Drama, Thriller            ","

7.7
","261,819",$104.45M,thriller
The Mule,(2018),R,"
Crime, Drama, Thriller            ","

7.0
","131,442",$103.80M,thriller
Dick Tracy,(1990),PG,"
Action, Comedy, Crime            ","

6.2
","60,792",$103.74M,thriller
The Expendables,(2010),R,"
Action, Adventure, Thriller            ","

6.4
","339,612",$103.07M,thriller
Jaws 2,(1978),PG,"
Adventure, Horror, Thriller            ","

5.8
","76,639",$102.92M,thriller
The General's Daughter,(1999),R,"
Crime, Drama, Mystery            ","

6.4
","58,283",$102.71M,thriller
The Girl with the Dragon Tattoo,(2011),R,"
Crime, Drama, Mystery            ","

7.8
","452,086",$102.52M,thriller
The Conjuring 2,(2016),R,"
Horror, Mystery, Thriller            ","

7.3
","257,972",$102.47M,thriller
The Maze Runner,(2014),PG-13,"
Action, Mystery, Sci-Fi            ","

6.8
","449,505",$102.43M,thriller
In the Line of Fire,(1993),R,"
Action, Crime, Drama            ","

7.2
","101,209",$102.31M,thriller
Annabelle: Creation,(2017),R,"
Horror, Mystery, Thriller            ","

6.5
","128,223",$102.09M,thriller
The Equalizer 2,(2018),R,"
Action, Crime, Thriller            ","

6.7
","152,298",$102.08M,thriller
Gone in 60 Seconds,(2000),PG-13,"
Action, Crime, Thriller            ","

6.5
","272,890",$101.65M,thriller
Sleeping with the Enemy,(1991),R,"
Drama, Thriller            ","

6.2
","55,922",$101.60M,thriller
The Equalizer,(2014),R,"
Action, Crime, Thriller            ","

7.2
","359,852",$101.53M,thriller
Eraser,(1996),R,"
Action, Crime, Thriller            ","

6.1
","109,046",$101.30M,thriller
Con Air,(1997),R,"
Action, Crime, Thriller            ","

6.9
","291,485",$101.12M,thriller
Eagle Eye,(2008),PG-13,"
Action, Mystery, Thriller            ","

6.6
","184,691",$101.11M,thriller
Collateral,(2004),R,"
Action, Crime, Drama            ","

7.5
","387,286",$101.01M,thriller
Contact,(1997),PG,"
Drama, Mystery, Sci-Fi            ","

7.5
","268,679",$100.92M,thriller
Godzilla vs. Kong,(2021),PG-13,"
Action, Sci-Fi, Thriller            ","

6.3
","193,359",$100.92M,thriller
The Pelican Brief,(1993),PG-13,"
Crime, Drama, Mystery            ","

6.6
","84,692",$100.77M,thriller
Vanilla Sky,(2001),R,"
Fantasy, Mystery, Romance            ","

6.9
","260,203",$100.61M,thriller
Fifty Shades Freed,(2018),R,"
Drama, Romance, Thriller            ","

4.5
","63,012",$100.41M,thriller
Cowboys & Aliens,(2011),PG-13,"
Action, Sci-Fi, Thriller            ","

6.0
","217,608",$100.24M,thriller
Kingsman: The Golden Circle,(2017),R,"
Action, Adventure, Comedy            ","

6.7
","311,747",$100.23M,thriller
Se7en,(1995),R,"
Crime, Drama, Mystery            ","

8.6
","1,567,213",$100.13M,thriller
Passengers,(I) (2016),PG-13,"
Drama, Romance, Sci-Fi            ","

7.0
","386,486",$100.01M,thriller
Die Hard with a Vengeance,(1995),R,"
Action, Adventure, Thriller            ","

7.6
","380,433",$100.01M,thriller
Olympus Has Fallen,(2013),R,"
Action, Thriller            ","

6.5
","270,665",$98.93M,thriller
Date Night,(2010),PG-13,"
Comedy, Crime, Romance            ","

6.3
","160,165",$98.71M,thriller
The Others,(2001),PG-13,"
Horror, Mystery, Thriller            ","

7.6
","356,937",$96.52M,thriller
Panic Room,(2002),R,"
Crime, Drama, Thriller            ","

6.8
","274,174",$96.40M,thriller
Zero Dark Thirty,(2012),R,"
Drama, History, Thriller            ","

7.4
","291,515",$95.72M,thriller
Unbreakable,(2000),PG-13,"
Drama, Mystery, Sci-Fi            ","

7.3
","407,893",$95.01M,thriller
The Book of Eli,(2010),R,"
Action, Adventure, Drama            ","

6.8
","310,586",$94.84M,thriller
The Mask of Zorro,(1998),PG-13,"
Action, Adventure, Comedy            ","

6.8
","180,116",$94.10M,thriller
Flight,(I) (2012),R,"
Drama, Thriller            ","

7.3
","345,254",$93.77M,thriller
Red Dragon,(2002),R,"
Crime, Drama, Thriller            ","

7.2
","267,278",$93.15M,thriller
The Town,(2010),R,"
Crime, Drama, Thriller            ","

7.5
","378,874",$92.19M,thriller
Non-Stop,(2014),PG-13,"
Action, Mystery, Thriller            ","

6.9
","260,690",$92.17M,thriller
The Client,(1994),PG-13,"
Crime, Drama, Mystery            ","

6.7
","65,020",$92.12M,thriller
Blade Runner 2049,(2017),R,"
Action, Drama, Mystery            ","

8.0
","530,528",$92.05M,thriller
John Wick: Chapter 2,(2017),R,"
Action, Crime, Thriller            ","

7.5
","410,005",$92.03M,thriller
Star Trek: First Contact,(1996),PG-13,"
Action, Adventure, Drama            ","

7.6
","123,340",$92.00M,thriller
The Haunting,(1999),PG-13,"
Fantasy, Horror, Mystery            ","

5.0
","75,386",$91.41M,thriller
Crimson Tide,(1995),R,"
Action, Drama, Thriller            ","

7.3
","110,169",$91.40M,thriller
The Imitation Game,(2014),PG-13,"
Biography, Drama, Thriller            ","

8.0
","740,432",$91.13M,thriller
Space Cowboys,(2000),PG-13,"
Action, Adventure, Thriller            ","

6.5
","79,894",$90.46M,thriller
RED,(2010),PG-13,"
Action, Comedy, Crime            ","

7.0
","303,393",$90.38M,thriller
Mystic River,(2003),R,"
Crime, Drama, Mystery            ","

7.9
","446,047",$90.14M,thriller
Terminator Genisys,(2015),PG-13,"
Action, Adventure, Sci-Fi            ","

6.3
","272,187",$89.76M,thriller
Flightplan,(2005),PG-13,"
Drama, Mystery, Thriller            ","

6.3
","159,905",$89.71M,thriller
Taken 3,(2014),PG-13,"
Action, Crime, Thriller            ","

6.0
","188,910",$89.26M,thriller
Don't Breathe,(2016),R,"
Crime, Horror, Thriller            ","

7.1
","262,096",$89.22M,thriller
Inside Man,(2006),R,"
Crime, Drama, Mystery            ","

7.6
","363,267",$88.51M,thriller
The Hand that Rocks the Cradle,(1992),R,"
Drama, Thriller            ","

6.7
","42,657",$88.04M,thriller
Entrapment,(1999),PG-13,"
Action, Crime, Romance            ","

6.3
","113,922",$87.70M,thriller
Miss Peregrine's Home for Peculiar Children,(2016),PG-13,"
Adventure, Drama, Family            ","

6.7
","167,328",$87.24M,thriller
Presumed Innocent,(1990),R,"
Mystery, Thriller            ","

6.9
","41,162",$86.30M,thriller
The Accountant,(2016),R,"
Action, Thriller            ","

7.3
","286,203",$86.26M,thriller
Alita: Battle Angel,(2019),PG-13,"
Action, Adventure, Sci-Fi            ","

7.3
","255,974",$85.71M,thriller
Aliens,(1986),R,"
Action, Adventure, Sci-Fi            ","

8.4
","694,192",$85.16M,thriller
The Expendables 2,(2012),R,"
Action, Adventure, Thriller            ","

6.6
","302,846",$85.02M,thriller
The Poseidon Adventure,(1972),PG,"
Action, Adventure, Drama            ","

7.1
","44,177",$84.56M,thriller
Annabelle,(I) (2014),R,"
Horror, Mystery, Thriller            ","

5.4
","154,103",$84.27M,thriller
Cliffhanger,(1993),R,"
Action, Adventure, Thriller            ","

6.5
","127,423",$84.05M,thriller
The X Files,(1998),PG-13,"
Drama, Mystery, Sci-Fi            ","

7.0
","104,809",$83.90M,thriller
Insidious: Chapter 2,(2013),PG-13,"
Horror, Mystery, Thriller            ","

6.6
","166,331",$83.59M,thriller
Under Siege,(1992),R,"
Action, Thriller            ","

6.5
","84,734",$83.36M,thriller
Patriot Games,(1992),R,"
Action, Thriller            ","

6.9
","110,049",$83.29M,thriller
Valkyrie,(2008),PG-13,"
Drama, History, Thriller            ","

7.1
","238,939",$83.08M,thriller
Disclosure,(1994),R,"
Drama, Thriller            ","

6.1
","49,440",$83.02M,thriller
Die Hard,(1988),R,"
Action, Thriller            ","

8.3
","850,937",$83.01M,thriller
Blade II,(2002),R,"
Action, Horror, Sci-Fi            ","

6.7
","212,355",$82.35M,thriller
Maze Runner: The Scorch Trials,(2015),PG-13,"
Action, Adventure, Sci-Fi            ","

6.3
","241,311",$81.70M,thriller
Unstoppable,(2010),PG-13,"
Action, Thriller            ","

6.8
","194,169",$81.56M,thriller
Payback,(I) (1999),R,"
Action, Crime, Drama            ","

7.1
","136,990",$81.53M,thriller
The Talented Mr. Ripley,(1999),R,"
Crime, Drama, Thriller            ","

7.4
","202,973",$81.30M,thriller
21,(2008),PG-13,"
Crime, Drama, History            ","

6.8
","243,776",$81.16M,thriller
Another 48 Hrs.,(1990),R,"
Action, Comedy, Crime            ","

5.9
","41,064",$80.82M,thriller
Alien vs. Predator,(2004),PG-13,"
Action, Adventure, Horror            ","

5.6
","193,707",$80.28M,thriller
Saw III,(2006),R,"
Crime, Horror, Mystery            ","

6.2
","189,549",$80.24M,thriller
Disturbia,(2007),PG-13,"
Crime, Drama, Mystery            ","

6.8
","232,161",$80.21M,thriller
Jumper,(2008),PG-13,"
Action, Adventure, Sci-Fi            ","

6.1
","300,880",$80.17M,thriller
The Mummy,(2017),PG-13,"
Action, Adventure, Fantasy            ","

5.4
","182,710",$80.10M,thriller
Jack Reacher,(2012),PG-13,"
Action, Mystery, Thriller            ","

7.0
","330,870",$80.07M,thriller
Cloverfield,(2008),PG-13,"
Action, Horror, Sci-Fi            ","

7.0
","390,062",$80.05M,thriller
Dear John,(I) (2010),PG-13,"
Drama, Mystery, Romance            ","

6.3
","146,350",$80.01M,thriller
Knowing,(2009),PG-13,"
Action, Mystery, Sci-Fi            ","

6.2
","230,464",$79.96M,thriller
WarGames,(1983),PG,"
Action, Drama, Sci-Fi            ","

7.1
","97,675",$79.57M,thriller
The Day the Earth Stood Still,(2008),PG-13,"
Drama, Sci-Fi, Thriller            ","

5.5
","168,907",$79.37M,thriller
Limitless,(I) (2011),PG-13,"
Sci-Fi, Thriller            ","

7.4
","556,987",$79.25M,thriller
The Purge: Election Year,(2016),R,"
Action, Horror, Sci-Fi            ","

6.0
","98,578",$79.21M,thriller
The Blind Side,(2009),PG-13,"
Biography, Drama, Sport            ","

7.6
","319,317",$255.96M,sport
Cars,(2006),G,"
Animation, Adventure, Comedy            ","

7.2
","400,716",$244.08M,sport
Cars 2,(2011),G,"
Animation, Adventure, Comedy            ","

6.2
","178,897",$191.45M,sport
The Karate Kid,(2010),PG,"
Action, Drama, Family            ","

6.2
","176,723",$176.59M,sport
The Waterboy,(1998),PG-13,"
Comedy, Sport            ","

6.1
","159,621",$161.49M,sport
The Longest Yard,(2005),PG-13,"
Comedy, Crime, Sport            ","

6.4
","174,865",$158.12M,sport
Jerry Maguire,(1996),R,"
Comedy, Drama, Romance            ","

7.3
","258,060",$153.95M,sport
